game_id,player_id,team_id,timeOnIce,goals,assists,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce,gameNumber
2006021161,8471214,15,1364,0,2,2,NA,0,1,0,0,0,NA,NA,0,0,NA,1,891,30,443,159
2006021172,8471214,15,1292,0,0,3,NA,0,0,0,0,0,NA,NA,0,0,NA,-2,1141,0,151,160
2006021184,8471214,15,1287,1,0,5,NA,0,0,0,0,0,NA,NA,0,0,NA,1,1039,0,248,161
2006021196,8471214,15,1183,2,0,4,NA,1,0,0,0,0,NA,NA,0,0,NA,-1,948,0,235,162
2006021214,8471214,15,1459,0,0,8,NA,0,0,0,1,1,NA,NA,0,0,NA,0,1192,0,267,163
2007020018,8471214,15,1235,0,1,6,NA,0,0,0,0,1,NA,NA,0,0,NA,1,853,21,361,164
2007020025,8471214,15,1144,1,0,6,NA,0,0,0,0,0,NA,NA,0,0,NA,1,884,8,252,165
2007020036,8471214,15,1202,0,1,0,NA,0,0,0,0,0,NA,NA,0,0,NA,0,812,2,388,166
2007020057,8471214,15,1351,1,0,7,NA,1,0,2,0,0,NA,NA,0,0,NA,0,1061,8,282,167
2007020063,8471214,15,1103,1,0,3,NA,1,0,0,0,0,NA,NA,0,0,NA,-1,827,0,276,168
2007020091,8471214,15,1459,1,0,7,NA,0,0,0,0,0,NA,NA,0,0,NA,0,953,0,506,169
2007020108,8471214,15,1329,0,0,8,NA,0,0,2,0,0,NA,NA,0,0,NA,0,1054,0,275,170
2007020126,8471214,15,1270,1,2,6,NA,0,0,0,0,0,NA,NA,0,0,NA,1,1030,5,235,171
2007020140,8471214,15,1394,1,1,4,NA,1,1,0,0,0,NA,NA,0,0,NA,0,1052,3,339,172
2007020154,8471214,15,1541,0,2,3,NA,0,0,0,0,0,NA,NA,0,0,NA,0,1007,0,534,173
2007020161,8471214,15,1244,2,0,7,NA,1,0,0,0,0,NA,NA,0,0,NA,1,762,0,482,174
2007020174,8471214,15,1397,0,0,6,NA,0,0,0,0,0,NA,NA,0,0,NA,0,975,0,422,175
2007020183,8471214,15,1172,1,0,5,NA,1,0,0,0,0,NA,NA,0,0,NA,0,1057,0,115,176
2007020204,8471214,15,1327,0,0,5,NA,0,0,2,0,0,NA,NA,0,0,NA,0,905,0,422,177
2007020211,8471214,15,1245,0,0,2,NA,0,0,0,0,0,NA,NA,0,0,NA,-1,927,0,318,178
2007020225,8471214,15,1286,1,1,10,NA,0,0,0,0,0,NA,NA,0,0,NA,2,973,0,313,179
2007020239,8471214,15,1489,1,0,6,NA,0,0,0,0,0,NA,NA,0,0,NA,-1,1221,36,232,180
2007020266,8471214,15,1550,1,0,7,NA,0,0,0,0,0,NA,NA,0,0,NA,0,1095,13,442,181
2007020274,8471214,15,1764,1,0,9,NA,0,0,0,0,0,NA,NA,0,0,NA,0,1296,73,395,182
2007020292,8471214,15,1530,0,1,5,NA,0,1,0,0,0,NA,NA,0,0,NA,-1,1254,0,276,183
2007020302,8471214,15,1581,1,0,6,NA,1,0,0,0,0,NA,NA,0,0,NA,-2,1067,0,514,184
